@relation transactions10k
@attribute TransactionID integer [0, 9999]
@attribute ItemID integer [111, 444]
@attribute Quantity integer [1, 11]
@inputs TransactionID, ItemID, Quantity
@data
2579, 241, 4
2579, 331, 2
2579, 322, 6
2579, 112, 5
2579, 142, 3
2579, 123, 4
2579, 113, 6
2579, 344, 6
2579, 231, 7
2579, 314, 1
2579, 414, 4
2580, 211, 7
2580, 112, 9
2580, 222, 10
2580, 144, 2
2580, 324, 7
2580, 113, 1
2580, 114, 9
2580, 242, 3
2580, 244, 7
2580, 343, 10
2580, 223, 3
2580, 221, 8
2581, 311, 5
2581, 321, 7
2581, 332, 5
2581, 143, 3
2581, 134, 6
2581, 322, 8
2581, 431, 10
2581, 341, 3
2581, 232, 2
2581, 224, 1
2582, 241, 3
2582, 344, 1
2582, 423, 3
2582, 113, 2
2582, 311, 5
2582, 231, 2
2582, 221, 6
2582, 142, 1
2582, 114, 8
2582, 211, 11
2582, 322, 3
2582, 422, 1
2582, 331, 3
2583, 113, 4
2583, 241, 11
2583, 312, 2
2583, 431, 1
2583, 123, 3
2583, 331, 5
2584, 113, 5
2584, 233, 4
2584, 332, 3
2584, 143, 1
2584, 142, 1
2584, 123, 3
2584, 244, 3
2584, 112, 5
2584, 341, 7
2584, 111, 1
2584, 324, 9
2584, 231, 4
2584, 144, 4
2584, 331, 1
2584, 234, 2
2584, 241, 1
2584, 221, 4
2584, 344, 2
2584, 114, 10
2584, 322, 7
2584, 323, 2
2584, 222, 11
2584, 141, 1
2585, 344, 4
2585, 113, 3
2585, 322, 3
2585, 342, 10
2585, 112, 7
2585, 232, 8
2585, 424, 7
2585, 223, 1
2585, 331, 5
2585, 114, 8
2585, 311, 9
2585, 432, 8
2585, 211, 1
2585, 231, 3
2585, 324, 5
2585, 431, 1
2585, 343, 1
2585, 212, 9
2585, 111, 4
2586, 113, 3
2586, 322, 6
2586, 243, 5
2586, 144, 8
2586, 211, 3
2586, 341, 5
2586, 244, 4
2586, 332, 1
2586, 432, 8
2586, 114, 3
2586, 231, 1
2586, 323, 5
2586, 433, 3
2586, 344, 7
2586, 442, 3
2586, 111, 3
2586, 331, 1
2586, 232, 1
2586, 234, 5
2586, 324, 7
2586, 242, 10
2587, 343, 1
2587, 322, 1
2587, 332, 1
2587, 112, 4
2587, 114, 10
2587, 123, 2
2587, 113, 3
2587, 324, 4
2587, 111, 3
2587, 233, 1
2587, 342, 2
2587, 232, 1
2587, 211, 1
2588, 323, 2
2588, 114, 10
2588, 244, 2
2588, 324, 4
2588, 113, 4
2588, 224, 6
2588, 312, 5
2588, 222, 3
2588, 112, 1
2588, 311, 2
2588, 123, 8
2589, 142, 8
2589, 421, 2
2589, 331, 1
2589, 221, 5
2589, 332, 8
2589, 343, 6
2589, 124, 1
2589, 432, 8
2589, 244, 1
2589, 324, 7
2589, 143, 5
2589, 323, 4
2589, 123, 1
2589, 132, 3
2590, 323, 1
2590, 331, 3
2590, 233, 1
2590, 114, 1
2590, 113, 1
2590, 243, 1
2590, 123, 3
2591, 221, 1
2591, 143, 4
2591, 123, 7
2591, 141, 7
2591, 324, 1
2592, 323, 8
2592, 142, 4
2592, 113, 10
2592, 123, 1
2592, 233, 1
2592, 144, 6
2592, 242, 3
2592, 234, 4
2592, 232, 6
2592, 111, 2
2592, 343, 7
2592, 114, 1
2592, 324, 7
2592, 112, 8
2592, 322, 5
2592, 341, 7
2592, 344, 3
2592, 211, 2
2592, 441, 2
2593, 113, 3
2593, 112, 1
2593, 211, 1
2593, 322, 3
2593, 111, 10
2593, 323, 4
2593, 124, 1
2593, 324, 6
2593, 142, 2
2593, 233, 10
2593, 241, 1
2593, 344, 2
2594, 242, 1
2594, 144, 4
2594, 243, 10
2594, 323, 1
2594, 221, 9
2594, 223, 7
2594, 134, 2
2594, 114, 3
2594, 143, 9
2594, 111, 4
2594, 112, 1
2595, 323, 4
2595, 331, 2
2595, 433, 5
2595, 211, 1
2595, 322, 7
2595, 222, 3
2595, 234, 1
2595, 111, 2
2595, 343, 3
2595, 112, 3
2595, 332, 4
2595, 231, 1
2595, 144, 6
2595, 434, 7
2595, 224, 6
2595, 324, 4
2595, 223, 5
2595, 422, 1
2595, 243, 1
2595, 344, 9
2595, 221, 3
2595, 143, 9
2595, 113, 2
2596, 323, 9
2596, 243, 6
2596, 113, 1
2596, 433, 4
2596, 343, 1
2596, 332, 1
2596, 412, 1
2596, 112, 7
2596, 241, 6
2596, 342, 2
2596, 331, 3
2596, 111, 2
2596, 223, 1
2597, 332, 3
2598, 111, 6
2598, 332, 6
2598, 323, 2
2598, 342, 3
2598, 113, 1
2598, 114, 6
2598, 112, 5
2598, 344, 1
2598, 221, 4
2599, 222, 3
2599, 332, 2
2599, 312, 9
2600, 331, 1
2600, 113, 3
2600, 222, 2
2600, 112, 4
2600, 223, 1
2600, 242, 5
2600, 444, 2
2600, 322, 4
2600, 221, 4
2600, 233, 4
2601, 432, 1
2601, 221, 1
2601, 222, 1
2601, 143, 5
2601, 112, 1
2601, 423, 3
2601, 114, 1
2601, 113, 2
2601, 111, 2
2602, 114, 1
2602, 224, 5
2602, 313, 3
2602, 112, 1
2602, 331, 2
2602, 144, 2
2603, 332, 1
2603, 111, 4
2603, 221, 1
2604, 322, 2
2604, 111, 1
2604, 113, 4
2605, 432, 7
2605, 143, 4
2605, 244, 1
2605, 344, 1
2606, 111, 2
2606, 144, 2
2606, 113, 4
2606, 324, 2
2606, 312, 5
2606, 221, 4
2606, 322, 1
2606, 114, 5
2606, 412, 5
2606, 222, 8
2606, 323, 9
2607, 332, 3
2607, 324, 6
2607, 412, 1
2607, 344, 5
2607, 341, 1
2607, 343, 7
2607, 314, 3
2607, 331, 1
2607, 144, 7
2607, 222, 3
2607, 243, 3
2608, 324, 3
2608, 143, 9
2608, 142, 1
2608, 244, 10
2609, 134, 3
2609, 123, 6
2609, 322, 2
2609, 311, 7
2609, 114, 3
2609, 112, 3
2609, 314, 3
2609, 142, 3
2609, 344, 3
2609, 131, 3
2609, 324, 4
2609, 331, 1
2609, 143, 9
2609, 341, 4
2609, 111, 1
2610, 432, 1
2610, 211, 8
2610, 113, 1
2610, 431, 7
2610, 332, 4
2611, 233, 2
2611, 143, 4
2611, 113, 2
2611, 114, 5
2611, 322, 2
2611, 344, 2
2611, 423, 2
2611, 324, 1
2611, 112, 5
2611, 221, 1
2611, 243, 4
2611, 311, 5
2611, 343, 3
2612, 123, 2
2612, 113, 1
2612, 142, 4
2612, 322, 9
2612, 244, 3
2612, 124, 2
2612, 413, 1
2612, 431, 2
2612, 121, 2
2612, 114, 8
2612, 222, 2
2612, 112, 5
2613, 111, 4
2613, 423, 11
2613, 234, 10
2613, 324, 9
2613, 312, 1
2613, 112, 1
2613, 211, 2
2613, 442, 2
2613, 322, 3
2614, 112, 4
2615, 221, 9
2615, 111, 10
2615, 241, 1
2615, 323, 1
2615, 112, 4
2615, 331, 2
2615, 113, 1
2615, 422, 3
2615, 131, 1
2616, 323, 6
2616, 124, 5
2616, 433, 2
2617, 111, 4
2617, 233, 9
2617, 433, 1
2617, 222, 8
2617, 224, 5
2617, 232, 10
2617, 113, 9
2617, 141, 7
2617, 324, 1
2617, 244, 10
2617, 431, 8
2617, 242, 1
2617, 321, 1
2618, 331, 1
2618, 222, 3
2618, 111, 3
2618, 211, 1
2618, 143, 3
2618, 224, 3
2618, 414, 3
2618, 322, 3
2618, 221, 3
2618, 144, 6
2618, 343, 7
2618, 323, 10
2618, 324, 3
2618, 112, 2
2618, 341, 7
2618, 311, 1
2619, 222, 5
2619, 242, 2
2619, 234, 3
2619, 334, 5
2619, 213, 10
2619, 111, 6
2619, 344, 2
2619, 323, 1
2619, 324, 8
2619, 422, 1
2619, 343, 1
2620, 111, 2
2620, 113, 2
2621, 123, 7
2621, 231, 4
2621, 114, 7
2621, 223, 2
2621, 323, 3
2621, 324, 3
2621, 433, 4
2621, 221, 3
2621, 441, 5
2621, 111, 4
2622, 123, 5
2622, 331, 5
2622, 232, 5
2622, 122, 1
2622, 343, 2
2622, 344, 4
2622, 244, 4
2622, 323, 10
2622, 113, 8
2622, 111, 8
2622, 234, 2
2622, 313, 4
2622, 114, 2
2623, 322, 1
2623, 323, 2
2623, 112, 3
2623, 343, 2
2623, 113, 3
2623, 423, 1
2623, 234, 5
2623, 344, 3
2623, 321, 3
2624, 113, 1
2624, 324, 2
2624, 112, 4
2624, 323, 1
2624, 223, 7
2624, 341, 6
2624, 331, 3
2624, 222, 5
2624, 312, 2
2624, 233, 1
2624, 243, 1
2624, 442, 4
2624, 143, 3
2624, 424, 6
2625, 114, 10
2625, 331, 9
2625, 323, 6
2625, 222, 2
2625, 143, 8
2625, 244, 3
2625, 232, 3
2625, 332, 1
2625, 211, 1
2625, 113, 4
2625, 234, 2
2625, 111, 6
2626, 324, 2
2626, 344, 4
2626, 113, 7
2626, 314, 10
2626, 111, 8
2626, 242, 1
2626, 323, 2
2626, 341, 3
2626, 343, 1
2626, 114, 1
2626, 142, 4
2626, 144, 7
2626, 332, 1
2626, 424, 4
2626, 222, 1
2626, 322, 4
2626, 311, 2
2626, 211, 3
2627, 322, 5
2627, 234, 9
2627, 342, 3
2627, 423, 2
2627, 222, 8
2627, 112, 4
2627, 114, 6
2627, 343, 5
2627, 332, 3
2627, 424, 1
2627, 111, 6
2627, 211, 2
2627, 334, 10
2627, 233, 1
2627, 243, 2
2627, 411, 7
2627, 142, 4
2627, 323, 2
2627, 422, 2
2627, 113, 4
2627, 331, 7
2628, 211, 2
2628, 114, 6
2628, 112, 1
2628, 313, 6
2628, 414, 6
2628, 341, 1
2628, 142, 9
2628, 322, 3
2628, 221, 1
2628, 234, 2
2628, 434, 2
2628, 321, 1
2628, 242, 3
2628, 143, 2
2629, 341, 6
2629, 233, 1
2629, 142, 3
2629, 431, 6
2629, 112, 5
2629, 322, 1
2629, 311, 2
2629, 113, 2
2629, 111, 6
2630, 232, 5
2630, 221, 9
2630, 332, 4
2630, 324, 5
2630, 111, 10
2630, 314, 2
2630, 222, 1
2630, 114, 2
2631, 322, 3
2631, 323, 3
2631, 331, 6
2631, 332, 3
2631, 244, 5
2631, 344, 3
2631, 112, 3
2631, 231, 1
2631, 113, 3
2631, 123, 4
2631, 324, 8
2631, 144, 9
2631, 114, 10
2631, 111, 1
2631, 241, 1
2631, 143, 2
2631, 222, 4
2631, 414, 2
2632, 311, 9
2632, 123, 6
2632, 221, 2
2632, 341, 1
2632, 331, 4
2632, 324, 1
2632, 323, 11
2632, 112, 2
2632, 433, 8
2632, 114, 3
2632, 222, 2
2632, 142, 9
2632, 232, 4
2632, 231, 4
2633, 114, 1
2633, 444, 11
2633, 222, 2
2633, 232, 3
2633, 331, 8
2633, 322, 4
2633, 221, 6
2633, 113, 2
2633, 323, 5
2633, 142, 5
2633, 123, 5
2633, 332, 1
2633, 112, 4
2633, 314, 1
2633, 433, 2
2633, 231, 4
2633, 214, 5
2633, 324, 2
2633, 143, 3
2633, 234, 1
2634, 132, 3
2634, 114, 9
2634, 343, 1
2634, 324, 1
2634, 314, 9
2634, 424, 1
2634, 432, 2
2634, 322, 8
2634, 111, 6
2634, 331, 4
2634, 332, 2
2634, 112, 8
2634, 243, 10
2634, 142, 1
2634, 412, 2
2635, 343, 3
2635, 132, 3
2635, 113, 1
2635, 144, 7
2635, 214, 1
2635, 344, 7
2635, 323, 10
2635, 112, 4
2635, 114, 1
2635, 142, 9
2635, 322, 3
2635, 314, 4
2635, 433, 4
2635, 232, 8
2635, 324, 6
2635, 244, 3
2635, 223, 6
2635, 332, 2
2635, 111, 2
2635, 243, 3
2635, 242, 3
2635, 122, 7
2636, 111, 2
2636, 322, 1
2636, 231, 4
2636, 143, 2
2636, 144, 9
2636, 344, 1
2636, 112, 5
2636, 431, 10
2636, 224, 4
2636, 142, 1
2636, 114, 1
2636, 331, 3
2636, 321, 7
2636, 423, 5
2636, 232, 1
2636, 113, 2
2636, 123, 3
2636, 341, 5
2636, 422, 11
2636, 323, 5
2636, 233, 4
2637, 444, 5
2637, 111, 2
2637, 114, 7
2637, 241, 10
2637, 132, 2
2637, 112, 3
2637, 332, 5
2637, 123, 10
2637, 113, 4
2638, 222, 1
2638, 111, 2
2638, 142, 3
2638, 224, 3
2638, 332, 9
2638, 123, 4
2638, 231, 3
2638, 242, 8
2638, 122, 2
2639, 223, 6
2639, 331, 11
2639, 234, 3
2640, 222, 5
2640, 434, 1
2640, 211, 8
2640, 423, 2
2640, 111, 2
2640, 142, 5
2640, 311, 1
2640, 114, 4
2640, 323, 1
2640, 331, 1
2640, 112, 7
2640, 223, 3
2640, 332, 2
2640, 113, 1
2640, 441, 2
2640, 143, 3
2640, 131, 4
2640, 421, 8
2640, 324, 1
2640, 123, 11
2640, 344, 6
2641, 341, 5
2641, 324, 1
2641, 344, 4
2642, 143, 5
2642, 322, 3
2642, 112, 10
2642, 123, 2
2642, 222, 11
2642, 313, 4
2642, 144, 2
2642, 211, 3
2642, 111, 2
2642, 221, 7
2642, 344, 1
2642, 114, 2
2642, 324, 11
2642, 113, 3
2642, 323, 5
2642, 332, 1
2642, 241, 7
2642, 421, 3
2642, 244, 7
2643, 234, 1
2643, 114, 2
2643, 341, 5
2643, 133, 3
2643, 311, 1
2643, 323, 1
2643, 123, 1
2643, 111, 1
2643, 113, 2
2644, 221, 2
2644, 114, 5
2644, 111, 5
2644, 333, 4
2644, 324, 2
2645, 142, 2
2645, 344, 7
2645, 343, 1
2645, 112, 2
2645, 113, 6
2645, 234, 9
2645, 111, 10
2645, 242, 2
2645, 143, 6
2645, 123, 6
2645, 243, 1
2645, 224, 7
2645, 114, 5
2645, 322, 1
2645, 321, 8
2645, 324, 3
2645, 211, 1
2645, 424, 3
2646, 114, 2
2646, 431, 2
2646, 142, 1
2646, 322, 5
2646, 221, 1
2647, 111, 3
2648, 233, 1
2648, 114, 1
2648, 344, 2
2648, 221, 2
2648, 142, 1
2648, 231, 2
2648, 314, 7
2648, 232, 4
2648, 211, 1
2648, 111, 1
2648, 422, 3
2648, 323, 5
2648, 112, 1
2648, 443, 8
2648, 332, 7
2648, 234, 2
2648, 243, 3
2648, 311, 5
2648, 321, 1
2648, 241, 1
2649, 114, 11
2649, 142, 6
2649, 223, 2
2649, 234, 1
2649, 112, 1
2649, 324, 1
2649, 212, 3
2649, 222, 3
2649, 232, 8
2649, 323, 2
2649, 211, 3
2650, 112, 1
2650, 114, 10
2650, 232, 2
2650, 144, 7
2650, 143, 2
2651, 113, 2
2651, 411, 3
2652, 221, 1
2652, 241, 1
2652, 331, 7
2652, 444, 2
2652, 114, 9
2652, 431, 2
2653, 112, 4
2653, 114, 3
2653, 144, 1
2653, 222, 5
2653, 331, 2
2653, 343, 5
2653, 324, 3
2653, 111, 7
2653, 442, 1
2653, 322, 3
2653, 434, 5
2653, 332, 2
2653, 113, 4
2653, 211, 1
2653, 344, 8
2653, 242, 9
2653, 221, 9
2653, 241, 1
2653, 134, 2
2653, 413, 2
2653, 244, 1
2654, 223, 11
2654, 111, 2
2654, 332, 5
2654, 112, 2
2654, 123, 4
2654, 331, 11
2654, 341, 2
2654, 323, 6
2654, 113, 2
2654, 322, 2
2654, 143, 3
2654, 343, 5
2654, 234, 2
2654, 231, 4
2654, 342, 2
2654, 222, 1
2655, 323, 10
2655, 343, 3
2655, 123, 2
2655, 322, 5
2655, 331, 1
2655, 211, 2
2655, 214, 10
2655, 424, 3
2655, 143, 6
2655, 112, 4
2655, 324, 10
2655, 111, 1
2655, 412, 3
2656, 231, 1
2656, 211, 5
2656, 123, 2
2656, 114, 1
2656, 222, 11
2656, 331, 10
2656, 332, 2
2656, 314, 1
2656, 111, 1
2656, 233, 5
2656, 423, 9
2656, 324, 3
2656, 241, 4
2656, 131, 2
2656, 323, 1
2656, 313, 4
2657, 211, 3
2657, 332, 1
2657, 442, 9
2657, 112, 5
2657, 222, 3
2657, 344, 1
2658, 331, 2
2658, 143, 8
2658, 123, 5
2658, 343, 2
2658, 324, 1
2658, 241, 2
2658, 332, 3
2658, 114, 2
2659, 114, 5
2659, 311, 3
2659, 143, 2
2659, 231, 6
2659, 112, 7
2659, 242, 4
2659, 332, 9
2659, 244, 5
2659, 221, 5
2659, 322, 2
2659, 331, 9
2659, 123, 1
2659, 324, 4
2659, 144, 9
2659, 111, 4
2659, 444, 6
2659, 323, 9
2659, 434, 2
2659, 211, 6
2659, 344, 2
2660, 242, 1
2660, 114, 1
2660, 314, 4
2660, 142, 5
2660, 212, 7
2660, 422, 9
2660, 234, 4
2660, 324, 6
2660, 112, 5
2660, 144, 8
2660, 111, 11
2660, 143, 4
2660, 332, 2
2660, 331, 6
2660, 244, 4
2660, 444, 1
2660, 222, 10
2660, 233, 6
2660, 322, 6
2661, 123, 10
2661, 344, 9
2661, 232, 4
2661, 142, 1
2661, 222, 2
2661, 414, 1
2661, 323, 4
2662, 143, 4
2662, 114, 2
2662, 323, 3
2662, 322, 1
2662, 242, 2
2662, 144, 4
2662, 234, 10
2663, 323, 4
2663, 242, 1
2663, 123, 9
2663, 121, 2
2663, 331, 11
2663, 232, 7
2663, 344, 2
2663, 112, 2
2663, 113, 1
2663, 143, 2
2663, 324, 5
2663, 144, 3
2663, 114, 10
2664, 123, 3
2664, 112, 1
2664, 222, 5
2664, 422, 6
2664, 421, 1
2664, 342, 3
2665, 424, 1
2665, 344, 8
2665, 232, 9
2666, 343, 1
2666, 342, 3
2667, 331, 4
2667, 123, 4
2667, 332, 11
2667, 343, 9
2667, 432, 1
2667, 243, 4
2667, 143, 3
2667, 344, 2
2667, 431, 9
2667, 324, 4
2667, 423, 4
2667, 113, 6
2667, 224, 1
2667, 111, 2
2667, 114, 4
2667, 232, 1
2667, 241, 5
2667, 222, 4
2667, 211, 1
2668, 241, 4
2668, 113, 4
2668, 341, 5
2668, 231, 2
2668, 334, 7
2668, 242, 3
2668, 322, 2
2668, 324, 9
2668, 111, 1
2668, 234, 9
2668, 331, 1
2668, 232, 7
2668, 343, 6
2668, 431, 2
2668, 311, 1
2668, 221, 2
2668, 132, 5
2668, 211, 6
2668, 114, 3
2668, 142, 6
2669, 332, 1
2669, 321, 2
2669, 113, 2
2670, 343, 6
2670, 322, 7
2670, 324, 3
2670, 422, 9
2670, 242, 4
2670, 232, 2
2670, 123, 1
2670, 314, 9
2670, 111, 5
2670, 244, 2
2670, 113, 1
2670, 112, 2
2670, 141, 1
2670, 341, 3
2670, 233, 4
2670, 114, 1
2670, 133, 5
2670, 143, 2
2670, 142, 5
2670, 344, 2
2670, 332, 5
2670, 231, 6
2671, 144, 10
2671, 312, 3
2671, 332, 1
2671, 111, 7
2671, 221, 4
2671, 142, 4
2671, 322, 8
2671, 342, 4
2671, 321, 8
2671, 344, 9
2671, 113, 1
2671, 114, 1
2671, 112, 7
2671, 241, 5
2671, 343, 1
2671, 141, 1
2671, 323, 2
2671, 123, 7
2671, 231, 1
2672, 331, 2
2672, 112, 11
2672, 222, 1
2672, 114, 1
2672, 344, 8
2672, 443, 2
2672, 323, 3
2672, 342, 10
2672, 233, 5
2672, 324, 7
2672, 111, 3
2673, 221, 2
2673, 342, 2
2673, 232, 1
2673, 113, 9
2673, 432, 2
2673, 144, 4
2674, 434, 5
2674, 324, 6
2674, 232, 1
2674, 221, 4
2674, 222, 3
2674, 243, 1
2674, 144, 5
2674, 111, 2
2674, 343, 3
2674, 113, 6
2674, 231, 8
2675, 113, 3
2675, 332, 9
2675, 142, 10
2675, 331, 4
2675, 143, 1
2675, 342, 2
2675, 324, 5
2676, 142, 8
2676, 232, 6
2676, 221, 2
2676, 422, 10
2676, 233, 1
2676, 114, 1
2676, 421, 10
2676, 231, 7
2676, 323, 3
2676, 113, 6
2676, 143, 3
2676, 123, 2
2676, 322, 5
2676, 334, 3
2676, 112, 2
2676, 412, 4
2676, 331, 8
2676, 244, 1
2676, 222, 8
2676, 342, 2
2676, 224, 1
2676, 442, 1
2676, 111, 2
2677, 111, 5
2677, 114, 4
2677, 332, 6
2677, 231, 9
2678, 211, 5
2678, 112, 3
2678, 241, 7
2678, 312, 2
2679, 324, 10
2680, 113, 3
2680, 221, 9
2680, 342, 6
2680, 431, 1
2680, 343, 5
2680, 433, 1
2681, 113, 1
2681, 244, 4
2681, 221, 8
2681, 324, 1
2681, 142, 4
2681, 111, 2
2681, 114, 9
2681, 323, 4
2681, 234, 1
2681, 343, 4
2681, 243, 1
2681, 112, 3
2681, 344, 7
2681, 332, 3
2681, 331, 1
2681, 342, 9
2681, 442, 4
2681, 123, 4
2681, 223, 1
2681, 322, 7
2681, 444, 4
2681, 314, 3
2681, 443, 5
2682, 314, 1
2682, 341, 8
2682, 231, 3
2682, 443, 1
2682, 222, 3
2682, 143, 3
2682, 331, 5
2682, 221, 2
2682, 112, 2
2682, 244, 3
2682, 214, 4
2682, 111, 1
2682, 123, 2
2682, 322, 10
2682, 324, 4
2682, 133, 1
2682, 144, 5
2682, 414, 6
2682, 343, 3
2682, 142, 3
2682, 113, 1
2682, 431, 2
2682, 332, 2
2683, 224, 11
2683, 331, 2
2683, 324, 2
2683, 433, 5
2683, 344, 2
2683, 323, 1
2684, 123, 2
2684, 443, 1
2684, 222, 6
2684, 244, 1
2684, 212, 2
2684, 424, 1
2684, 343, 4
2684, 112, 6
2684, 113, 3
2684, 114, 2
2684, 341, 8
2684, 231, 6
2685, 112, 2
2685, 323, 11
2685, 114, 7
2685, 143, 3
2685, 134, 2
2685, 144, 5
2685, 113, 10
2685, 344, 5
2685, 222, 7
2685, 142, 2
2686, 113, 1
2686, 211, 4
2686, 242, 6
2686, 244, 5
2686, 431, 5
2686, 111, 1
2686, 321, 6
2686, 233, 3
2687, 233, 3
2687, 112, 6
2687, 323, 3
2687, 434, 4
2687, 113, 9
2687, 243, 10
2687, 111, 6
2687, 442, 2
2687, 423, 3
2687, 322, 9
2687, 314, 9
2687, 114, 4
2687, 241, 4
2687, 232, 1
2687, 222, 8
2687, 123, 11
2687, 432, 3
2687, 422, 4
2687, 244, 1
2687, 414, 5
2687, 341, 5
2687, 144, 7
2687, 331, 11
2688, 113, 8
2689, 112, 4
2689, 133, 7
2690, 112, 2
2691, 143, 1
2691, 331, 2
2691, 113, 2
2691, 342, 1
2691, 211, 1
2691, 324, 6
2691, 123, 1
2691, 144, 5
2691, 114, 8
2691, 332, 9
2691, 223, 4
2691, 221, 2
2691, 323, 5
2691, 112, 3
2692, 112, 1
2692, 111, 8
2692, 211, 11
2692, 322, 1
2693, 331, 4
2693, 221, 6
2693, 123, 2
2694, 112, 6
2694, 331, 10
2694, 344, 10
2694, 242, 3
2694, 134, 4
2694, 113, 4
2695, 221, 2
2695, 422, 5
2695, 144, 6
2695, 143, 3
2695, 233, 3
2695, 313, 6
2695, 222, 2
2695, 324, 5
2695, 424, 3
2696, 113, 1
2696, 231, 1
2696, 114, 1
2696, 322, 5
2696, 323, 2
2696, 243, 4
2696, 424, 7
2696, 332, 1
2696, 111, 5
2696, 342, 7
2696, 222, 11
2696, 211, 9
2696, 341, 3
2696, 234, 2
2696, 143, 1
2696, 142, 2
2696, 112, 6
2696, 412, 4
2696, 233, 6
2697, 231, 3
2697, 313, 1
2697, 114, 1
2697, 323, 1
2697, 224, 5
2697, 324, 7
2697, 211, 1
2697, 332, 9
2697, 143, 6
2697, 142, 3
2697, 232, 6
2697, 241, 7
2697, 113, 2
2697, 111, 7
2697, 123, 6
2697, 221, 5
2697, 333, 4
2697, 112, 6
2697, 233, 2
2697, 331, 1
2697, 222, 2
2697, 234, 3
2698, 144, 4
2698, 111, 3
2698, 123, 1
2698, 332, 2
2698, 133, 1
2698, 221, 5
2698, 112, 2
2698, 441, 4
2698, 114, 7
2698, 242, 2
2698, 232, 2
2698, 331, 4
2698, 143, 6
2698, 323, 1
2698, 113, 4
2698, 222, 8
2698, 142, 3
2698, 324, 6
2698, 233, 1
2698, 422, 1
2698, 211, 3
2698, 344, 4
2699, 322, 4
2699, 313, 1
2699, 112, 2
2699, 332, 3
2699, 211, 8
2699, 323, 8
2699, 113, 4
2699, 231, 7
2699, 134, 11
2699, 111, 1
2699, 443, 3
2699, 331, 1
2699, 333, 7
2699, 344, 2
2699, 123, 7
2699, 314, 6
2699, 222, 1
2700, 322, 3
2700, 222, 1
2700, 132, 3
2700, 111, 2
2700, 343, 3
2700, 113, 2
2700, 144, 11
2700, 114, 2
2700, 223, 1
2700, 142, 2
2700, 423, 7
2700, 112, 4
2700, 232, 4
2700, 221, 4
2700, 431, 4
2700, 342, 2
2701, 344, 8
2701, 142, 9
2701, 231, 2
2701, 324, 4
2702, 234, 2
2702, 114, 5
2702, 332, 1
2702, 324, 3
2702, 344, 9
2702, 322, 8
2702, 113, 2
2702, 112, 4
2702, 111, 8
2703, 331, 2
2703, 233, 2
2703, 232, 2
2703, 113, 2
2703, 324, 2
2703, 314, 3
2703, 332, 1
2703, 222, 6
2703, 123, 8
2703, 234, 6
2703, 111, 1
2703, 322, 1
2703, 323, 3
2703, 143, 8
2703, 224, 3
2703, 431, 1
2703, 134, 7
2703, 442, 3
2703, 114, 5
2703, 444, 3
2703, 342, 1
2703, 212, 5
2704, 123, 2
2704, 142, 2
2704, 343, 5
2705, 143, 5
2705, 112, 1
2705, 311, 2
2705, 321, 1
2705, 142, 1
2705, 114, 8
2705, 243, 1
2705, 241, 3
2705, 111, 4
2705, 323, 4
2705, 331, 4
2705, 224, 1
2705, 343, 9
2705, 344, 4
2705, 232, 8
2705, 244, 2
2705, 222, 9
2705, 332, 3
2705, 312, 3
2705, 443, 3
2705, 113, 2
2705, 123, 4
2706, 221, 4
2706, 142, 9
2706, 114, 1
2707, 123, 2
2708, 443, 10
2708, 331, 2
2708, 323, 7
2708, 131, 2
2708, 424, 2
2708, 344, 2
2708, 343, 7
2708, 214, 2
2708, 113, 9
2708, 422, 4
2708, 431, 4
2708, 234, 1
2708, 111, 9
2708, 322, 6
2708, 342, 7
2708, 142, 1
2708, 123, 5
2708, 211, 1
2708, 133, 2
2708, 132, 7
2708, 241, 10
2709, 231, 5
2709, 111, 11
2709, 324, 2
2709, 222, 3
2709, 341, 3
2709, 113, 4
2709, 313, 1
2709, 242, 3
2709, 142, 9
2709, 114, 2
2709, 314, 2
2709, 343, 9
2709, 221, 4
2709, 144, 2
2709, 332, 3
2709, 211, 6
2710, 111, 2
2710, 243, 3
2710, 244, 4
2710, 112, 7
2710, 123, 9
2710, 344, 1
2710, 241, 7
2710, 324, 3
2710, 432, 2
2710, 422, 4
2710, 222, 9
2710, 312, 1
2710, 313, 8
2710, 323, 1
2710, 234, 3
2710, 314, 2
2710, 321, 2
2710, 143, 5
2710, 311, 11
2711, 323, 1
2711, 431, 4
2711, 221, 6
2711, 312, 6
2712, 344, 3
2713, 231, 1
2713, 321, 1
2713, 142, 7
2713, 322, 5
2714, 143, 1
2714, 324, 6
2714, 244, 1
2714, 142, 4
2714, 323, 7
2714, 231, 5
2715, 422, 9
2715, 321, 1
2715, 242, 1
2715, 111, 1
2715, 343, 1
2715, 214, 5
2715, 112, 2
2715, 211, 4
2715, 433, 1
2715, 222, 9
2715, 322, 9
2715, 244, 5
2715, 342, 11
2716, 143, 7
2717, 332, 2
2717, 324, 5
2717, 231, 5
2717, 232, 8
2717, 111, 10
2717, 222, 3
2717, 343, 3
2717, 244, 10
2717, 243, 9
2717, 323, 3
2717, 112, 1
2717, 344, 2
2717, 143, 1
2717, 113, 1
2717, 221, 3
2717, 311, 8
2717, 233, 3
2717, 223, 3
2718, 324, 2
2718, 123, 7
2718, 114, 2
2718, 111, 1
2718, 112, 3
2718, 321, 3
2718, 241, 1
2718, 222, 1
2718, 331, 10
2718, 332, 8
2718, 221, 11
2718, 142, 6
2718, 133, 1
2718, 143, 3
2718, 311, 2
